Time window,Label,Gx: Average,Gy: Average,Gz: Average,Ax: Average,Ay: Average,Az: Average,Gx: Standard deviation,Gy: Standard deviation,Gz: Standard deviation,Ax: Standard deviation,Ay: Standard deviation,Az: Standard deviation,Gx.1:FFT,Gx.2:FFT,Gx.3:FFT,Gy.1:FFT,Gy.2:FFT,Gy.3:FFT,Gz.1:FFT,Gz.2:FFT,Gz.3:FFT,Ax.1:FFT,Ax.2:FFT,Ax.3:fft,Ay.1:FFT,Ay.2:FFT,Ay.3:FFT,Az.1:FFT,Az.2:FFT,Az.3:FFT
21:15:00,Sleep,271.0632911,960.2911392,-308.0632911,-7954.708861,11942.41772,10000.43038,2800.323733,3625.274834,2075.656735,1580.470622,1332.654875,2194.832052,349.96,395.9192937,1749.423951,1587.36,2030.346717,1370.686576,5.20E+02,8.56E+02,1.84E+03,12548.6,90.72454944,379.9091885,1.89E+04,1.19E+02,6.84E+02,15693.74,1016.626645,770.1829206
21:15:01,Sleep,419.920354,1100.823009,349.2035398,-8495.115044,11390.27434,10257.71681,3855.224839,2991.870429,2236.04087,2109.674339,1454.683632,1718.631113,990.68,5022.94277,1985.641379,2.52E+03,3.74E+03,2.01E+03,823.32,472.7692021,2140.152105,19233.02,2372.542554,868.9482618,2.58E+04,9.82E+02,5.77E+02,2.32E+04,5.02E+02,1.01E+03
21:15:02,Sleep,-750.972973,-1022.369369,481.0990991,-8727.09009,11438.15315,10207.65766,4514.431249,4484.977203,2346.383891,2190.409013,2134.325975,1975.360112,1587.68,5295.88211,2927.657135,2201.3,5690.21052,658.9294083,1067.58,1978.027693,636.8107385,19353.22,2018.398946,751.9249701,2.53E+04,1.61E+03,5.67E+02,2.27E+04,1.35E+03,1.23E+03
21:15:03,Sleep,-14.02702703,-159.2792793,-143.1711712,-7313.882883,11874.53153,9869.648649,4104.982836,4510.856289,2487.592256,2135.490545,1505.498962,2178.784593,181.22,4489.209779,2745.432618,496.44,5665.591416,3163.996609,275.12,1455.57045,2725.630138,1.63E+04,2.25E+03,1.48E+03,2.64E+04,1.68E+03,1.14E+03,2.19E+04,2.38E+03,1.47E+03
21:15:04,Sleep,127.2342342,1608.855856,827.2972973,-7272.828829,11891.73874,10675.14414,3439.2952,3187.221391,2396.010694,2166.022068,1864.848391,2084.965358,224.78,3422.303641,2341.424938,3587,2886.59809,1528.07074,1843.14,362.0059192,1867.914929,1.63E+04,1.98E+03,3.73E+02,2.64E+04,4.10E+02,9.95E+02,2.36E+04,6.06E+02,1.06E+03
21:15:05,Sleep,795.1315789,-1211.149123,-558.5789474,-8232.991228,11805.88596,10150.79825,4278.038411,3779.806132,2165.66928,1958.327024,1645.849297,2087.810557,2041.32,3975.207792,3442.475409,2608.1,4580.192475,2264.775384,1392.08,1497.97976,2192.199839,1.86E+04,3.29E+02,1.48E+03,2.69E+04,1.87E+03,1.05E+03,2.32E+04,2.29E+03,1.72E+03
21:15:06,Sleep,197.2072072,-2976.846847,-1070.036036,-8387.684685,12538.84685,8797.216216,3250.409893,3735.852095,2577.709857,1342.042792,1036.113272,1909.114533,185.44,1894.701099,2726.932521,6461.96,4862.817356,2309.01409,2203.5,2930.402678,1439.611464,18550.34,1601.252635,366.6864039,2.78E+04,5.67E+02,5.34E+02,19670.96,1589.369561,710.9216685
21:15:07,Sleep,1175.809091,-4323.654545,-1874.390909,-11911.73636,8437.227273,-4537.763636,3962.084162,5821.064079,2329.953376,1346.775358,2523.27491,3375.50956,2739.96,2008.150047,4886.780471,9766.48,6169.248462,4841.231518,4199.56,1903.778769,2084.082536,2.62E+04,8.73E+02,1.06E+03,18736.56,2442.132489,1237.44113,9786.18,4053.641081,2002.85607
21:15:08,Sleep,591.699115,1848.221239,-615.3097345,-13126.55752,6848.707965,-5073.017699,1422.372621,1597.896641,1773.093131,799.3562247,765.3035192,721.2008337,1304.06,1784.831725,881.6157393,4.17E+03,1.42E+03,1.27E+03,1408.48,2625.272086,663.1682902,2.96E+04,8.79E+02,2.59E+02,1.54E+04,7.22E+02,2.62E+02,1.15E+04,5.35E+02,1.95E+02
21:15:09,Sleep,56.88392857,-62.25892857,-322.6339286,-13332.41964,6968.089286,-4519.651786,773.1354641,704.5365833,451.5877095,579.4622334,557.7546613,491.1557928,146.46,141.4100366,292.5749443,136.02,208.7556689,310.6019671,526.34,397.8852025,221.2130521,2.54E+04,2.30E+02,1.42E+02,1.35E+04,1.64E+02,1.34E+02,8.46E+03,1.29E+02,1.46E+02
21:15:10,Sleep,-117.9122807,-84.36842105,55.54385965,-13564.76316,6452.298246,-4608.833333,744.8197806,561.6840869,274.7820098,379.9741096,316.6085473,327.4675669,260.46,453.0346052,412.4313244,179.72,404.7084984,377.8508449,81.2,430.6100746,263.1657031,3.54E+04,1.09E+02,3.62E+02,1.69E+04,3.98E+02,1.53E+02,1.22E+04,5.05E+02,3.40E+02
21:15:11,Sleep,145.4684685,-104.5585586,140.3153153,-13646.35135,6210.747748,-4669.009009,751.8321479,581.1701157,552.7430108,393.6725831,300.4044385,321.4795482,324.92,354.3269692,524.9688234,211.48,288.2634791,362.5871843,290.78,700.1437583,165.1938832,3.03E+04,2.25E+02,1.74E+02,1.38E+04,1.90E+02,4.63E+01,1.04E+04,2.81E+02,7.13E+01
21:15:12,Sleep,-53.48245614,-190,91.78947368,-13352.57895,6392.824561,-4890.324561,536.7270237,446.7754678,293.6414789,286.0716506,305.3464374,287.295306,136.18,81.45433647,476.6292941,441,333.7272178,189.1480799,219.86,248.098932,236.5663899,3.04E+04,2.30E+02,2.93E+02,1.46E+04,3.15E+02,6.82E+01,1.12E+04,3.21E+02,9.42E+01
21:15:13,Sleep,31.8317757,66.24299065,-76.79439252,-13572.08411,6196.056075,-4754.682243,609.0613329,442.1336313,290.3655386,286.8918711,233.1487432,281.813487,47.56,261.8154066,397.6203824,132.76,271.1500681,146.2532505,160.34,195.1403641,38.635227,2.90E+04,8.44E+00,1.93E+02,1.33E+04,2.32E+02,4.78E+01,1.02E+04,2.43E+02,2.69E+01
21:15:14,Sleep,40.60526316,162.122807,46.5,-13561.07895,6182.350877,-4837.666667,627.2966528,510.2578064,223.5951323,280.3435359,252.1731033,261.2211509,125.84,198.916717,435.1477886,374.3,173.557969,379.7374884,48.64,165.5504212,232.5890277,3.09E+04,2.53E+02,1.03E+02,1.41E+04,9.83E+01,1.49E+01,1.10E+04,2.86E+02,1.56E+02
21:15:15,Sleep,-12.35714286,-20.94642857,86.98214286,-13602.41964,6159.142857,-4660.553571,422.5040297,440.1573396,307.1164636,233.1257109,271.5890462,205.9692463,4.02E+01,2.04E+02,1.80E+02,35.42,86.07124578,245.8818767,181.48,281.6624836,218.2894444,3.05E+04,1.31E+02,1.02E+02,1.38E+04,2.15E+01,1.50E+02,1.04E+04,2.15E+02,9.72E+01
21:15:16,Sleep,82.67857143,77.5625,25.30357143,-13621.08036,6131.6875,-4698.5625,452.6667572,496.2674697,255.9133031,266.9709347,314.8401863,244.7273085,165.44,239.2795624,332.8896174,150.12,242.2170653,274.2143191,74.1,218.8943034,127.4467146,3.05E+04,5.90E+01,2.60E+01,1.37E+04,1.20E+02,1.59E+02,1.05E+04,1.78E+02,1.29E+02
21:15:17,Sleep,10.02678571,-12.67857143,40.35714286,-13696.6875,6128.375,-4556.017857,430.1156027,420.8115329,241.6472694,218.8030927,274.1499598,199.6469398,39.44,299.2040123,171.8513071,10.56,174.3872885,144.1956126,79.6,170.2342142,147.6939074,3.07E+04,9.50E+01,1.66E+02,1.37E+04,1.36E+02,1.37E+02,1.02E+04,7.63E+01,1.81E+02
21:15:18,Sleep,261.297619,141.8809524,-28.80952381,-13745.83333,5982.488095,-4680.166667,528.9664116,287.0987994,194.9090907,241.7230235,285.2655704,155.8797678,435.44,141.5746208,351.6390193,223.44,15.50680269,21.20374452,44.38,76.14410799,128.6027661,2.31E+04,9.06E+01,1.42E+02,1.01E+04,1.35E+02,1.27E+02,7.87E+03,4.55E+01,7.12E+01
21:15:19,Sleep,-61.67857143,-123.8035714,123.7053571,-13717.17857,6045.535714,-4573.125,396.8529629,366.288589,182.0986585,202.9624833,209.5334555,186.0661572,123.06,242.3592625,157.2888722,276.28,191.1481681,285.5448075,279.84,144.2465496,123.9625244,3.07E+04,9.32E+01,1.14E+02,1.35E+04,1.37E+02,6.50E+01,1.02E+04,1.49E+01,1.36E+02
21:15:20,Sleep,76.64035088,11.71929825,50.46491228,-13683.62281,5908.885965,-4698.008772,510.5638238,430.8315382,258.9654427,311.00657,262.3631125,277.0539865,140.6,215.4213924,45.93985982,25.06,111.8506638,234.3264169,119.28,66.04133045,222.3694452,3.09E+04,1.32E+02,1.06E+02,1.33E+04,2.52E+02,9.05E+01,1.06E+04,1.98E+02,1.03E+02
21:15:21,Sleep,9.258928571,186.5357143,230.0089286,-13643.1875,6162.267857,-4705.446429,504.6706489,522.2473945,348.8418805,237.3264954,321.5959914,306.4745728,59.06,386.8616163,96.92991996,422.18,402.6709234,205.6011435,497.64,20.74116118,372.8867264,3.08E+04,1.78E+02,9.10E+01,1.39E+04,2.71E+02,1.25E+02,1.06E+04,3.62E+02,4.05E+01
21:15:22,Sleep,-46.10619469,491.2920354,-474.1504425,-13439.9469,6251.929204,-4699.353982,437.3920145,985.7220222,627.6700143,542.8528944,417.3572407,481.9156884,137.6,393.4168782,201.9283232,1054.98,820.2403834,624.2344976,1034.64,820.1904561,396.1109399,3.04E+04,1.76E+02,1.51E+02,1.41E+04,3.16E+02,2.63E+02,10628.48,201.1556871,50.74203084
21:15:23,Sleep,298.7264151,44.03773585,-160.9150943,-14421.00943,5217.886792,-4123.481132,1192.740083,1374.843249,834.2049665,691.5530279,565.8490851,833.7814174,651.88,390.9543415,847.6662792,146.54,1057.56963,842.6799276,383.7,742.8259104,520.9369612,3.06E+04,4.17E+02,4.57E+02,11080.32,133.9359515,91.29644711,8.73E+03,6.62E+02,3.49E+02
21:15:24,Sleep,-23.40350877,-41.07894737,750,-13908.92105,5973.561404,-4207.403509,482.1987751,829.9066068,663.524926,434.4688985,519.4998622,355.6173672,31.48,183.7467412,197.7842291,41.22,937.2374155,326.4394566,1.67E+03,9.81E+02,1.38E+02,3.15E+04,4.55E+02,2.10E+02,1.34E+04,5.12E+02,2.07E+02,9.50E+03,4.45E+02,1.66E+01
21:15:25,Sleep,-188.6306306,-240.1711712,480,-13119.09009,7181.837838,-4544.936937,653.4105201,743.8304043,453.8072078,304.0454975,382.4719251,357.6143499,451.38,443.8312158,685.7530467,583.66,709.8558293,333.4154121,1123.6,572.7723429,176.4098717,2.94E+04,1.34E+02,2.94E+02,1.61E+04,1.63E+02,2.28E+02,1.02E+04,3.02E+02,3.57E+02
21:15:26,Sleep,28.59649123,-195.8333333,18.21929825,-13275.77193,7236.201754,-4391.192982,302.9352196,419.516281,228.8473139,209.2086241,237.138516,220.6788752,81.68,91.48158142,290.1137141,428.26,246.3645087,367.206484,34.92,80.68873509,75.20096614,3.03E+04,3.30E+01,8.03E+01,1.65E+04,1.11E+02,8.50E+01,1.00E+04,2.96E+01,1.17E+02
21:15:27,Sleep,43.72897196,-29.81308411,29.68224299,-13280.85981,6957.925234,-4573.841121,174.0425328,240.6419532,145.0219631,145.8623316,216.7521278,140.9238487,86.4,78.52171623,35.88033739,66.8,187.4649896,160.2005052,63.62,141.7655129,30.14895489,2.84E+04,1.36E+02,1.05E+02,1.49E+04,1.28E+02,1.90E+02,9.80E+03,1.14E+02,1.14E+02
21:15:28,Sleep,25.99115044,-49.05309735,-15.75221239,-13388.69027,6811.380531,-4577.486726,258.1067227,280.8374861,250.6180764,181.9296901,216.0258879,167.2832347,64.44,147.0381106,61.01351025,120.04,182.6708586,183.0149599,26,299.9512707,83.16538234,3.03E+04,1.22E+02,3.61E+01,1.54E+04,2.66E+02,8.25E+01,1.03E+04,1.60E+02,4.76E+01
21:15:29,Sleep,37.19469027,58.15929204,26.71681416,-13403.79646,6799.884956,-4599.309735,533.5105076,357.3257959,211.3057394,278.8500352,227.973673,190.3887039,8.75E+01,2.11E+02,2.08E+02,123.14,228.8686242,66.22159277,58.48,241.6769789,76.89866796,3.03E+04,1.58E+02,2.67E+01,1.54E+04,2.45E+02,8.17E+01,1.04E+04,1.82E+02,9.62E+01
21:15:30,Sleep,154.4054054,-31.31531532,230.5495495,-13423.95495,6837.603604,-4649.621622,504.4052371,456.0653857,253.7528052,250.6657821,638.6146267,359.5645613,294.96,370.1963381,310.1132982,102.44,420.692488,269.4315576,504.7,111.3116592,183.0479162,2.98E+04,5.89E+01,9.39E+01,15114.7,509.8615292,251.6632093,1.03E+04,3.57E+02,1.02E+02
21:15:31,Sleep,-581.027027,1320.315315,867.3333333,-12189.36937,9137.720721,-4198.990991,4104.881266,4799.636316,2240.238349,1995.676499,2319.071892,2778.194507,1.26E+03,4.84E+03,3.31E+03,2.90E+03,4.69E+03,4.15E+03,1917.52,1978.359442,1967.672428,2.68E+04,8.59E+02,1.22E+03,2.01E+04,2.66E+03,8.49E+02,9.32E+03,3.48E+03,1.82E+03
